EmployeeID,ExitDate,ExitReason,TenureAtExit_Months,RehireEligible
EMP50285,2024-05-16,End of Contract,28,Yes
EMP50293,2024-09-16,Salary Issues,23,No
EMP50303,2025-08-25,Family Reasons,11,Yes
EMP50316,2025-09-23,Health Issues,6,No
EMP50322,2023-10-01,Salary Issues,35,No
EMP50323,2024-03-17,Better Opportunity,24,Yes
EMP50370,2025-03-04,End of Contract,23,Yes
EMP50385,2025-06-13,End of Contract,21,Yes
EMP50386,2025-09-26,Work Conditions,45,No
EMP50440,2025-11-04,End of Contract,18,Yes
EMP50445,2025-08-11,Salary Issues,32,No
EMP50450,2025-02-19,End of Contract,19,Yes
EMP50524,2025-07-01,Better Opportunity,15,Yes
EMP50526,2025-07-11,Better Opportunity,12,Yes
EMP50539,2025-10-30,Better Opportunity,28,Yes
EMP50541,2025-06-20,End of Contract,27,Yes
EMP50555,2023-05-28,Better Opportunity,33,Yes
EMP50580,2025-06-16,Better Opportunity,17,Yes
EMP50581,2025-10-09,Family Reasons,3,Yes
EMP50584,2025-07-09,Better Opportunity,24,Yes
EMP50585,2025-06-30,Salary Issues,24,No
EMP50597,2023-09-14,Better Opportunity,40,Yes
EMP50614,2025-07-24,End of Contract,19,Yes
EMP50616,2024-11-10,Better Opportunity,17,Yes
EMP50627,2025-03-08,Better Opportunity,10,Yes
EMP50632,2025-09-23,End of Contract,15,Yes
EMP50653,2024-12-16,Family Reasons,27,Yes
EMP50689,2025-09-13,End of Contract,4,Yes
EMP50715,2025-05-14,Better Opportunity,36,Yes
EMP50719,2025-10-02,Better Opportunity,15,Yes
EMP50735,2025-09-06,Salary Issues,9,No
EMP50742,2025-08-23,Better Opportunity,31,Yes
EMP50745,2024-12-29,Work Conditions,14,No
EMP50772,2025-08-04,Better Opportunity,7,Yes
EMP50779,2025-05-14,End of Contract,8,Yes
EMP50783,2025-08-09,Better Opportunity,38,Yes
EMP50784,2024-07-28,Better Opportunity,38,Yes
EMP50802,2025-01-15,Family Reasons,13,Yes
EMP50809,2024-10-12,Salary Issues,38,No
EMP50810,2025-10-20,Family Reasons,7,Yes
EMP50821,2025-07-04,Family Reasons,32,Yes
EMP50825,2025-07-18,End of Contract,33,Yes
EMP50838,2025-07-29,Health Issues,19,No
EMP50855,2022-06-21,End of Contract,45,Yes
EMP50864,2025-03-09,Family Reasons,45,Yes
EMP50875,2025-05-28,Better Opportunity,9,Yes
EMP50886,2025-08-07,Better Opportunity,19,Yes
EMP50907,2024-03-09,Work Conditions,38,No
EMP50908,2025-03-28,Better Opportunity,10,Yes
EMP50917,2025-07-01,End of Contract,27,Yes
EMP50941,2025-07-06,End of Contract,5,Yes
EMP50947,2025-08-08,Family Reasons,27,Yes
EMP50962,2025-01-17,End of Contract,11,Yes
EMP50968,2025-05-27,Better Opportunity,30,Yes
EMP50982,2025-07-21,End of Contract,13,Yes
EMP50989,2023-01-31,End of Contract,40,Yes
